journal,year,pubmed
Am J Sports Med,2021,33886399
Am J Sports Med,2021,33783229
Am J Sports Med,2021,33769902
Am J Sports Med,2021,33740395
Am J Sports Med,2021,33740393
Am J Sports Med,2021,33720789
Am J Sports Med,2021,33720786
Am J Sports Med,2021,33720764
Am J Sports Med,2021,33646884
Am J Sports Med,2021,33630652
Am J Sports Med,2021,33565883
Am J Sports Med,2021,33475421
Am J Sports Med,2021,33471552
Am J Sports Med,2021,33411564
Am J Sports Med,2021,33395315
Med Sci Sports Exerc,2021,34649267
Med Sci Sports Exerc,2021,34081057
Med Sci Sports Exerc,2021,33787531
Med Sci Sports Exerc,2021,33587551
Med Sci Sports Exerc,2021,33449604
Med Sci Sports Exerc,2021,33433148
Med Sci Sports Exerc,2021,32925496
Med Sci Sports Exerc,2021,32890201
Med Sci Sports Exerc,2021,32890199
Med Sci Sports Exerc,2021,32826640
J Sci Med Sport,2021,34742626
J Sci Med Sport,2021,34509342
J Sci Med Sport,2021,34489178
J Sci Med Sport,2021,34465518
J Sci Med Sport,2021,34175202
J Sci Med Sport,2021,33893033
J Sci Med Sport,2021,33736965
J Sci Med Sport,2021,33707155
Scand J Med Sci Sports,2021,34913530
Scand J Med Sci Sports,2021,34861076
Scand J Med Sci Sports,2021,34657327
Scand J Med Sci Sports,2021,34623696
Scand J Med Sci Sports,2021,34416791
Scand J Med Sci Sports,2021,34170576
Scand J Med Sci Sports,2021,34022085
Scand J Med Sci Sports,2021,33909308
Scand J Med Sci Sports,2021,33797115
Scand J Med Sci Sports,2021,33655660
Scand J Med Sci Sports,2021,33630377
Scand J Med Sci Sports,2021,33576534
Scand J Med Sci Sports,2021,33559271
Scand J Med Sci Sports,2021,33533045
Eur J Phys Rehabil Med,2021,34918889
Eur J Phys Rehabil Med,2021,34498828
Eur J Phys Rehabil Med,2021,34247470
Eur J Phys Rehabil Med,2021,34105921
Eur J Phys Rehabil Med,2021,33960180
Arch Phys Med Rehabil,2021,34688605
Arch Phys Med Rehabil,2021,34509464
Arch Phys Med Rehabil,2021,34461084
Arch Phys Med Rehabil,2021,34425089
Arch Phys Med Rehabil,2021,34416249
Arch Phys Med Rehabil,2021,34407446
Arch Phys Med Rehabil,2021,34302791
Arch Phys Med Rehabil,2021,34283996
Arch Phys Med Rehabil,2021,34015349
Arch Phys Med Rehabil,2021,33965395
Arch Phys Med Rehabil,2021,33933439
Arch Phys Med Rehabil,2021,33932361
Arch Phys Med Rehabil,2021,33930327
Arch Phys Med Rehabil,2021,33930326
Arch Phys Med Rehabil,2021,33901439
Arch Phys Med Rehabil,2021,33812883
Arch Phys Med Rehabil,2021,33722564
Arch Phys Med Rehabil,2021,33684362
Arch Phys Med Rehabil,2021,33684361
Arch Phys Med Rehabil,2021,33567335
Arch Phys Med Rehabil,2021,33460576
Arch Phys Med Rehabil,2021,33454279
J Rehabil Med,2021,33961057
J Rehabil Med,2021,33904586
J Rehabil Med,2021,33876251
J Rehabil Med,2021,33846757
J Rehabil Med,2021,33764479
J Rehabil Med,2021,33739436
J Rehabil Med,2021,33594445
J Rehabil Med,2021,33492404
J Rehabil Med,2021,33225375
Br J Sports Med,2022,35260411
Br J Sports Med,2022,35115309
Sports Med,2022,35041180
Sports Med,2022,35038142
Am J Sports Med,2022,35180008
Med Sci Sports Exerc,2022,34559728
Med Sci Sports Exerc,2022,34559725
Med Sci Sports Exerc,2022,34559724
Med Sci Sports Exerc,2022,34431827
Med Sci Sports Exerc,2022,34334722
J Sci Med Sport,2022,35190263
Scand J Med Sci Sports,2022,35090181
J Rehabil Med,2022,35174868
J Rehabil Med,2022,35037693
J Rehabil Med,2022,34913062
